--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
insula          L2_3_PYRAMIDAL              200     1.8282     0.0151
insula          L5_PYRAMIDAL                200     2.5100     0.0151
insula          INTERNEURONS                200     2.5092     0.0150
m1              L2_3_PYRAMIDAL              200     1.8296     0.0151
m1              L5_PYRAMIDAL                200     2.5099     0.0151
m1              INTERNEURONS                200     2.5095     0.0150
s1              L4_EXCITATORY               200     1.8297     0.0151
s1              L2_3_PYRAMIDAL              200     2.5085     0.0150
s1              L5_PYRAMIDAL                200     2.5111     0.0151
s1              L6_PYRAMIDAL                200     2.5103     0.0151
s1              INTERNEURONS                200     2.5080     0.0150
v1              L4_EXCITATORY               200     1.8286     0.0151
v1              L2_3_PYRAMIDAL              200     2.5115     0.0151
v1              L5_PYRAMIDAL                200     2.5079     0.0150
v1              L6_PYRAMIDAL                200     2.5092     0.0150
v1              INTERNEURONS                200     2.5103     0.0151
ca1             PYRAMIDAL_CELLS             100     0.9147     0.0151
ca1             INTERNEURONS                100     1.2561     0.0151
ca3             PYRAMIDAL_CELLS             150     1.3723     0.0151
ca3             INTERNEURONS                150     1.8832     0.0151
dentate_gyrus   GRANULE_CELLS               150     1.3714     0.0151
dentate_gyrus   INTERNEURONS                150     1.8830     0.0151
subiculum       PYRAMIDAL_CELLS             100     0.9141     0.0151
association_cortex L2_3_PYRAMIDAL              200     1.8294     0.0151
association_cortex L5_PYRAMIDAL_A              200     2.5093     0.0150
association_cortex L5_PYRAMIDAL_B              200     2.5091     0.0150
association_cortex INTERNEURONS                200     2.5093     0.0150
Intralaminar    RELAY_NEURONS                50     0.6272     0.0150
pfc             L2_3_PYRAMIDAL              200     1.8294     0.0151
pfc             L5_POLICY_A                 200     2.5106     0.0151
pfc             L5_POLICY_B                 200     2.5083     0.0150
pfc             L5_PYRAMIDAL_B              200     2.5103     0.0151
pfc             L6_PYRAMIDAL                200     2.5093     0.0150
pfc             INTERNEURONS                200     2.5107     0.0151
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0399     0.0151
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0626     0.0150
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0629     0.0151
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0629     0.0151
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0151
anterior_pituitary THYROTROPES                   1     0.0126     0.0151
anterior_pituitary GONADOTROPES                  1     0.0126     0.0151
anterior_pituitary SOMATOTROPES                  1     0.0126     0.0151
anterior_pituitary LACTOTROPES                   1     0.0125     0.0150
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0152
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0126     0.0151
lgn             RELAY_CELLS                  35     0.3148     0.0151
md              RELAY_CELLS                  50     0.4576     0.0151
mgb             RELAY_CELLS                  35     0.3147     0.0151
pulvinar        RELAY_CELLS                  50     0.4572     0.0151
trn             TRN_GABA                     50    18.0194     0.4030
vpl             RELAY_CELLS                  35     0.3143     0.0150
vpl             LOCAL_INTERNEURONS           35     0.4390     0.0150
vpm             RELAY_CELLS                  35     0.3148     0.0151
--------------------------------------------------------------------------------------------------------------
last: Ready.
> poke gpi 0.2
--------------------------------------------------------------------------------------------------------------
t=0.20s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    13.6719     0.6118
gpi             GPi_OUTPUT                   25    20.9650     0.7673
snc             DOPAMINERGIC_NEURONS         20     0.1840     0.0151
stn             EXCITATORY_NEURONS           25     0.2241     0.0151
striatum        D1_MSN                       50     0.4594     0.0151
striatum        D2_MSN                       50     0.6327     0.0151
striatum        INTERNEURONS                 50     0.6315     0.0151
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0150
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0127     0.0151
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0923     0.0151
raphe           SEROTONERGIC_NEURONS         10     0.0920     0.0151
vta             DOPAMINERGIC_NEURONS         20     0.1844     0.0151
vta             GABA_INTERNEURONS            20     0.2522     0.0151
cerebellar_cortex GRANULE_CELLS               300     2.7612     0.0151
cerebellar_cortex PURKINJE_CELLS              300     3.7932     0.0151
cerebellar_cortex INTERNEURONS                300     3.7951     0.0151
deep_nuclei     OUTPUT_NEURONS               50     0.4601     0.0151
a1              L4_EXCITATORY               200     1.8427     0.0151
a1              L2_3_PYRAMIDAL              200     2.5304     0.0151
a1              L6_PYRAMIDAL                200     2.5288     0.0151
a1              INTERNEURONS                200     2.5313     0.0151
insula          L2_3_PYRAMIDAL              200     1.8398     0.0151
insula          L5_PYRAMIDAL                200     2.5291     0.0151
insula          INTERNEURONS                200     2.5288     0.0151
m1              L2_3_PYRAMIDAL              200     1.8413     0.0151
m1              L5_PYRAMIDAL                200     2.5304     0.0151
m1              INTERNEURONS                200     2.5296     0.0151
s1              L4_EXCITATORY               200     1.8416     0.0151
s1              L2_3_PYRAMIDAL              200     2.5286     0.0151
s1              L5_PYRAMIDAL                200     2.5311     0.0151
s1              L6_PYRAMIDAL                200     2.5293     0.0151
s1              INTERNEURONS                200     2.5285     0.0151
v1              L4_EXCITATORY               200     1.8414     0.0151
v1              L2_3_PYRAMIDAL              200     2.5315     0.0151
v1              L5_PYRAMIDAL                200     2.5268     0.0151
v1              L6_PYRAMIDAL                200     2.5289     0.0151
v1              INTERNEURONS                200     2.5295     0.0151
ca1             PYRAMIDAL_CELLS             100     0.9210     0.0151
ca1             INTERNEURONS                100     1.2662     0.0151
ca3             PYRAMIDAL_CELLS             150     1.3811     0.0151
ca3             INTERNEURONS                150     1.8995     0.0151
dentate_gyrus   GRANULE_CELLS               150     1.3806     0.0151
dentate_gyrus   INTERNEURONS                150     1.8984     0.0151
subiculum       PYRAMIDAL_CELLS             100     0.9213     0.0151
association_cortex L2_3_PYRAMIDAL              200     1.8419     0.0151
association_cortex L5_PYRAMIDAL_A              200     2.5295     0.0151
association_cortex L5_PYRAMIDAL_B              200     2.5289     0.0151
association_cortex INTERNEURONS                200     2.5313     0.0151
Intralaminar    RELAY_NEURONS                50     0.6324     0.0151
pfc             L2_3_PYRAMIDAL              200     1.8413     0.0151
pfc             L5_POLICY_A                 200     2.5293     0.0151
pfc             L5_POLICY_B                 200     2.5297     0.0151
pfc             L5_PYRAMIDAL_B              200     2.5304     0.0151
pfc             L6_PYRAMIDAL                200     2.5292     0.0151
pfc             INTERNEURONS                200     2.5302     0.0151
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0402     0.0151
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0631     0.0151
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0636     0.0151
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0635     0.0151
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0152
anterior_pituitary THYROTROPES                   1     0.0127     0.0151
anterior_pituitary GONADOTROPES                  1     0.0126     0.0151
anterior_pituitary SOMATOTROPES                  1     0.0128     0.0151
anterior_pituitary LACTOTROPES                   1     0.0125     0.0150
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0153
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0127     0.0151
lgn             RELAY_CELLS                  35     0.3166     0.0151
md              RELAY_CELLS                  50     0.4607     0.0151
mgb             RELAY_CELLS                  35     0.3168     0.0151
pulvinar        RELAY_CELLS                  50     0.4607     0.0151
trn             TRN_GABA                     50    18.1204     0.4054
vpl             RELAY_CELLS                  35     0.3164     0.0151
vpl             LOCAL_INTERNEURONS           35     0.4425     0.0151
vpm             RELAY_CELLS                  35     0.3169     0.0151
--------------------------------------------------------------------------------------------------------------
last: Ready.
> poke gpi 0.2
>>> CMD | t=0.270s | step=27 | poke gpi 0.2

--------------------------------------------------------------------------------------------------------------
t=0.30s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    13.7888     0.6175
gpi             GPi_OUTPUT                   25    21.1682     0.7754
snc             DOPAMINERGIC_NEURONS         20     0.1857     0.0151
stn             EXCITATORY_NEURONS           25     0.2259     0.0151
striatum        D1_MSN                       50     0.4634     0.0151
striatum        D2_MSN                       50     0.6396     0.0151
striatum        INTERNEURONS                 50     0.6368     0.0151
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0150
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0128     0.0152
locus_coeruleus NORADRENERGIC_NEURONS        10     0.0930     0.0152
raphe           SEROTONERGIC_NEURONS         10     0.0927     0.0152
vta             DOPAMINERGIC_NEURONS         20     0.1859     0.0152
vta             GABA_INTERNEURONS            20     0.2546     0.0151
cerebellar_cortex GRANULE_CELLS               300     2.7840     0.0151
cerebellar_cortex PURKINJE_CELLS              300     3.8266     0.0151
cerebellar_cortex INTERNEURONS                300     3.8296     0.0151
deep_nuclei     OUTPUT_NEURONS               50     0.4640     0.0152
a1              L4_EXCITATORY               200     1.8573     0.0151
a1              L2_3_PYRAMIDAL              200     2.5529     0.0151
a1              L6_PYRAMIDAL                200     2.5500     0.0151
a1              INTERNEURONS                200     2.5540     0.0151
insula          L2_3_PYRAMIDAL              200     1.8524     0.0151
insula          L5_PYRAMIDAL                200     2.5518     0.0151
insula          INTERNEURONS                200     2.5501     0.0151
m1              L2_3_PYRAMIDAL              200     1.8544     0.0151
m1              L5_PYRAMIDAL                200     2.5512     0.0151
m1              INTERNEURONS                200     2.5519     0.0151
